pid;size;color;brand;rrp;mainCategory;category;subCategory;stock;releaseDate
14979;S;weiss;adidas;419.03;1;2;3;2;2017-12-12
14979;M;weiss;adidas;419.03;1;2;3;2;2017-12-12
14979;L;weiss;adidas;419.03;1;2;3;3;2017-12-12
14979;XL;weiss;adidas;419.03;1;2;3;6;2017-12-12
14980;M;schwarz;Nike;114.23;9;36;32;1;2017-10-01
14980;S;schwarz;Nike;114.23;9;36;32;1;2017-10-01
14980;M;schwarz;Nike;114.23;9;36;32;1;2017-10-01
14982;L;schwarz;adidas;76.13;1;7;22;1;2017-10-01
14982;M;schwarz;adidas;76.13;1;7;22;2;2017-10-01
14982;S;schwarz;adidas;76.13;1;7;22;2;2017-10-01
14982;XL;schwarz;adidas;76.13;1;7;22;2;2017-10-01
14982;XS;schwarz;adidas;76.13;1;7;22;1;2017-10-01
14985;S;rot;Nike;317.43;1;2;4;1;2017-10-01
14985;S;rot;Nike;317.43;1;2;4;1;2017-10-01
14985;M;rot;Nike;317.43;1;2;4;1;2017-10-01
14985;M;rot;Nike;317.43;1;2;4;3;2017-10-01
14985;M;rot;Nike;317.43;1;2;4;1;2017-10-01
14985;M;rot;Nike;317.43;1;2;4;1;2017-10-01
14985;XXL;rot;Nike;317.43;1;2;4;3;2017-10-01
14986;M;schwarz;Nike;152.33;9;18;32;3;2017-10-01
14986;M;schwarz;Nike;152.33;9;18;32;1;2017-10-01
14986;M;schwarz;Nike;152.33;9;18;32;1;2017-10-01
14986;M;schwarz;Nike;152.33;9;18;32;1;2017-10-01
14986;M;schwarz;Nike;152.33;9;18;32;1;2017-10-01
14986;L;schwarz;Nike;152.33;9;18;32;1;2017-10-01
14988;L;blau;Nike;18.98;1;7;13;44;2017-10-01
14988;M;blau;Nike;18.98;1;7;13;34;2017-10-01
14988;S;blau;Nike;18.98;1;7;13;2;2017-10-01
14988;XL;blau;Nike;18.98;1;7;13;7;2017-10-01
14990;S;gelb;adidas;253.93;1;2;3;1;2017-10-01
14990;M;gelb;adidas;253.93;1;2;3;1;2017-10-01
14990;M;gelb;adidas;253.93;1;2;3;1;2017-10-01
14990;M;gelb;adidas;253.93;1;2;3;2;2017-10-01
14990;M;gelb;adidas;253.93;1;2;3;1;2017-10-01
14990;L;gelb;adidas;253.93;1;2;3;1;2017-10-01
14991;XXL;gruen;PUMA;50.73;1;7;14;1;2017-10-01
14991;L;gruen;PUMA;50.73;1;7;14;1;2017-10-01
14991;M;gruen;PUMA;50.73;1;7;14;1;2017-10-01
14991;S;gruen;PUMA;50.73;1;7;14;2;2017-10-01
14991;XL;gruen;PUMA;50.73;1;7;14;3;2017-10-01
14995;S;weiss;Nike;95.18;9;18;32;1;2017-10-01
14995;M;weiss;Nike;95.18;9;18;32;1;2017-10-01
14995;M;weiss;Nike;95.18;9;18;32;2;2017-10-01
14995;M;weiss;Nike;95.18;9;18;32;2;2017-10-01
14995;M;weiss;Nike;95.18;9;18;32;1;2017-10-01
14995;M;weiss;Nike;95.18;9;18;32;1;2017-10-01
14995;M;weiss;Nike;95.18;9;18;32;1;2017-10-01
14995;L;weiss;Nike;95.18;9;18;32;1;2017-10-01
14995;L;weiss;Nike;95.18;9;18;32;2;2017-10-01
14995;XL;weiss;Nike;95.18;9;18;32;1;2017-10-01
14999;L;schwarz;Hummel;50.73;1;7;8;1;2017-10-01
15000;S;schwarz;New Balance;292.03;1;2;3;1;2017-10-01
15000;M;schwarz;New Balance;292.03;1;2;3;2;2017-10-01
15000;M;schwarz;New Balance;292.03;1;2;3;2;2017-10-01
15000;M;schwarz;New Balance;292.03;1;2;3;2;2017-10-01
15000;M;schwarz;New Balance;292.03;1;2;3;1;2017-10-01
15000;L;schwarz;New Balance;292.03;1;2;3;1;2017-10-01
15005;S;rot;Nike;114.23;1;2;6;1;2017-10-01
15005;S;rot;Nike;114.23;1;2;6;1;2017-10-01
15005;S;rot;Nike;114.23;1;2;6;1;2017-10-01
15005;M;rot;Nike;114.23;1;2;6;1;2017-10-01
15005;M;rot;Nike;114.23;1;2;6;1;2017-10-01
15005;M;rot;Nike;114.23;1;2;6;1;2017-10-01
15005;XL;rot;Nike;114.23;1;2;6;1;2017-10-01
15007;M;rot;adidas;88.83;1;7;28;1;2017-10-01
15012;XL;grau;Nike;38.03;9;10;25;1;2017-10-01
15013;L;schwarz;Jako;114.23;1;7;22;1;2017-10-01
15013;M;schwarz;Jako;114.23;1;7;22;1;2017-10-01
15017;L;gelb;Nike;25.33;1;7;25;3;2017-10-01
15017;M;gelb;Nike;25.33;1;7;25;4;2017-10-01
15017;S;gelb;Nike;25.33;1;7;25;1;2017-10-01
15017;XL;gelb;Nike;25.33;1;7;25;2;2017-10-01
15018;L;schwarz;adidas;88.83;1;7;28;3;2017-10-01
15018;M;schwarz;adidas;88.83;1;7;28;2;2017-10-01
15018;XL;schwarz;adidas;88.83;1;7;28;1;2017-10-01
15019;L;weiss;Under Armour;38.03;15;16;32;7;2017-10-01
15019;M;weiss;Under Armour;38.03;15;16;25;2;2017-10-01
15026;M;schwarz;adidas;190.43;1;2;5;2;2017-10-01
15026;M;schwarz;adidas;190.43;1;2;5;1;2017-10-01
15027;M;rot;adidas;10.09;1;7;13;3;2017-10-20
15027;L;rot;adidas;10.09;1;7;13;2;2017-10-20
15027;XL;rot;adidas;10.09;1;7;13;1;2017-10-20
15028;L;schwarz;Sport2000;31.68;9;10;42;1;2017-10-13
15029;M;blau;adidas;25.33;15;16;25;2;2017-10-01
15029;L;blau;adidas;25.33;15;16;38;3;2017-10-01
15029;XL;blau;adidas;25.33;15;16;32;6;2017-10-01
15029;XXL;blau;adidas;25.33;15;16;32;1;2017-10-01
15030;L;schwarz;Jako;63.43;1;7;17;1;2017-10-01
15030;M;schwarz;Jako;63.43;1;7;17;4;2017-10-01
15030;S;schwarz;Jako;63.43;1;7;17;1;2017-10-01
15030;XL;schwarz;Jako;63.43;1;7;17;1;2017-10-01
15041;M;weiss;adidas;279.33;1;2;3;1;2017-10-01
15041;M;weiss;adidas;279.33;1;2;3;1;2017-10-01
15041;M;weiss;adidas;279.33;1;2;3;1;2017-10-01
15041;L;weiss;adidas;279.33;1;2;3;1;2017-10-01
15044;XXL;rot;PUMA;63.43;1;7;22;3;2017-10-01
15044;XXL;rot;PUMA;63.43;1;7;22;1;2017-10-01
15044;S;rot;PUMA;63.43;1;7;22;2;2017-10-01
15044;XL;rot;PUMA;63.43;1;7;22;3;2017-10-01
15046;M;schwarz;Nike;152.33;1;2;4;1;2017-10-01
15046;M;schwarz;Nike;152.33;1;2;4;2;2017-10-01
15046;M;schwarz;Nike;152.33;1;2;4;1;2017-10-01
15046;M;schwarz;Nike;152.33;1;2;4;2;2017-10-01
15046;L;schwarz;Nike;152.33;1;2;4;1;2017-10-01
15046;L;schwarz;Nike;152.33;1;2;4;1;2017-10-01
15046;XL;schwarz;Nike;152.33;1;2;4;2;2017-10-01
15046;XXL;schwarz;Nike;152.33;1;2;4;1;2017-10-01
15049;L;gelb;Nike;82.48;1;7;31;3;2017-10-01
15049;M;gelb;Nike;82.48;1;7;31;4;2017-10-01
15049;XL;gelb;Nike;82.48;1;7;31;2;2017-10-01
15050;XXL;blau;Nike;44.38;15;33;32;4;2017-10-01
15051;S;rot;Nike;114.23;1;2;3;2;2017-10-01
15051;S;rot;Nike;114.23;1;2;3;5;2017-10-01
15051;S;rot;Nike;114.23;1;2;3;5;2017-10-01
15051;S;rot;Nike;114.23;1;2;3;4;2017-10-01
15051;M;rot;Nike;114.23;1;2;3;10;2017-10-01
15051;M;rot;Nike;114.23;1;2;3;3;2017-10-01
15051;M;rot;Nike;114.23;1;2;3;16;2017-10-01
15051;M;rot;Nike;114.23;1;2;3;7;2017-10-01
15051;M;rot;Nike;114.23;1;2;3;5;2017-10-01
15051;M;rot;Nike;114.23;1;2;3;1;2017-10-01
15051;L;rot;Nike;114.23;1;2;3;3;2017-10-01
15051;L;rot;Nike;114.23;1;2;3;4;2017-10-01
15051;XL;rot;Nike;114.23;1;2;3;3;2017-10-01
15051;XXL;rot;Nike;114.23;1;2;3;2;2017-10-01
15053;XXL;weiss;adidas;63.43;1;7;16;3;2017-10-01
15054;M;grau;Nike;152.33;9;36;32;2;2017-10-01
15057;XXL;blau;adidas;139.63;1;7;31;1;2017-10-01
15057;M;blau;adidas;139.63;1;7;31;7;2017-10-01
15057;XL;blau;adidas;139.63;1;7;31;2;2017-10-01
15058;XL;lila;Jako;12.63;1;7;13;3;2017-10-01
15064;XXL;grau;Nike;63.43;1;7;14;3;2017-10-01
15064;L;grau;Nike;63.43;1;7;14;19;2017-10-01
15064;M;grau;Nike;63.43;1;7;14;2;2017-10-01
15064;S;grau;Nike;63.43;1;7;14;2;2017-10-01
15064;XL;grau;Nike;63.43;1;7;14;15;2017-10-01
15067;S;grau;Nike;63.43;9;10;35;1;2017-10-01
15070;L;blau;Nike;69.78;1;7;14;2;2017-10-01
15070;M;blau;Nike;69.78;1;7;14;1;2017-10-01
15071;M;weiss;Nike;241.23;1;2;39;1;2017-10-01
15071;M;weiss;Nike;241.23;1;2;39;2;2017-10-01
15071;M;weiss;Nike;241.23;1;2;39;1;2017-10-01
15071;M;weiss;Nike;241.23;1;2;39;1;2017-10-01
15071;M;weiss;Nike;241.23;1;2;39;2;2017-10-01
15071;M;weiss;Nike;241.23;1;2;39;1;2017-10-01
15073;L;khaki;PUMA;25.33;9;10;25;1;2017-10-01
15074;S;schwarz;Converse;82.48;9;10;22;1;2017-10-01
15075;XS;blau;Jako;44.38;1;7;16;1;2017-10-01
15076;M;grau;adidas;18.98;1;7;21;1;2017-10-01
15076;L;grau;adidas;18.98;1;7;21;1;2017-10-01
15077;XL;grau;Nike;57.08;9;10;35;1;2017-10-01
15080;M;rot;adidas;190.43;1;2;3;1;2017-10-01
15080;M;rot;adidas;190.43;1;2;3;2;2017-10-01
15080;L;rot;adidas;190.43;1;2;3;1;2017-10-01
15080;L;rot;adidas;190.43;1;2;3;1;2017-10-01
15086;L;schwarz;Nike;18.98;1;7;13;136;2017-10-01
15086;M;schwarz;Nike;18.98;1;7;13;57;2017-10-01
15086;S;schwarz;Nike;18.98;1;7;13;4;2017-10-01
15086;XL;schwarz;Nike;18.98;1;7;13;18;2017-10-01
15086;XS;schwarz;Nike;18.98;1;7;13;2;2017-10-01
15088;S;blau;Nike;82.48;1;2;5;1;2017-10-01
15088;S;blau;Nike;82.48;1;2;5;1;2017-10-01
15088;S;blau;Nike;82.48;1;2;5;1;2017-10-01
15088;M;blau;Nike;82.48;1;2;5;2;2017-10-01
15088;M;blau;Nike;82.48;1;2;5;1;2017-10-01
15088;L;blau;Nike;82.48;1;2;5;1;2017-10-01
15088;L;blau;Nike;82.48;1;2;5;1;2017-10-01
15088;XL;blau;Nike;82.48;1;2;5;1;2017-10-01
15089;M;schwarz;Nike;50.73;1;7;22;1;2017-10-01
15091;XS;schwarz;PUMA;7.55;1;7;12;1;2017-11-17
15091;L;schwarz;PUMA;7.55;1;7;12;1;2017-11-17
15092;S;schwarz;Jako;38.03;1;7;17;4;2017-10-01
15092;M;schwarz;Jako;38.03;1;7;17;2;2017-10-01
15092;L;schwarz;Jako;38.03;1;7;17;1;2017-10-01
15092;XL;schwarz;Jako;38.03;1;7;17;1;2017-10-01
15095;S;blau;adidas;380.93;1;2;3;1;2017-10-01
15095;S;blau;adidas;380.93;1;2;3;1;2017-10-01
15095;M;blau;adidas;380.93;1;2;3;1;2017-10-01
15095;M;blau;adidas;380.93;1;2;3;2;2017-10-01
15095;M;blau;adidas;380.93;1;2;3;1;2017-10-01
15095;XXL;blau;adidas;380.93;1;2;3;1;2017-10-01
15097;L;schwarz;adidas;57.08;15;33;32;2;2017-10-01
15097;M;schwarz;adidas;57.08;15;33;32;1;2017-10-01
15097;S;schwarz;adidas;57.08;15;33;32;4;2017-10-01
15098;S;rot;Nike;95.18;9;10;35;1;2017-10-01
15099;S;rot;adidas;380.93;1;2;3;2;2017-10-01
15099;S;rot;adidas;380.93;1;2;3;1;2017-10-01
15099;M;rot;adidas;380.93;1;2;3;1;2017-10-01
15099;M;rot;adidas;380.93;1;2;3;2;2017-10-01
15099;M;rot;adidas;380.93;1;2;3;2;2017-10-01
15099;M;rot;adidas;380.93;1;2;3;5;2017-10-01
15099;M;rot;adidas;380.93;1;2;3;5;2017-10-01
15099;L;rot;adidas;380.93;1;2;3;1;2017-10-01
15099;XXL;rot;adidas;380.93;1;2;3;1;2017-10-01
15100;M;weiss;Under Armour;38.03;15;16;32;1;2017-10-01
15101;M;blau;Jordan;20.25;9;10;11;1;2017-10-01
15106;L;weiss;Nike;57.08;1;7;21;1;2017-10-01
15109;M;blau;Erima;12.63;1;7;13;2;2017-10-01
15111;L;gelb;Nike;27.87;1;7;21;1;2017-10-01
15111;M;gelb;Nike;27.87;1;7;21;1;2017-10-01
15116;M;schwarz;Diadora;317.43;1;2;3;1;2017-10-01
15119;S;schwarz;adidas;15.17;1;7;13;1;2017-10-01
15119;M;schwarz;adidas;15.17;1;7;13;2;2017-10-01
15119;L;schwarz;adidas;15.17;1;7;13;2;2017-10-01
15119;XL;schwarz;adidas;15.17;1;7;13;1;2017-10-01
15120;XL;schwarz;Hummel;50.73;1;7;16;2;2017-10-01
15121;L;weiss;Nike;31.68;1;7;21;1;2017-10-01
15121;M;weiss;Nike;31.68;1;7;21;1;2017-10-01
15121;S;weiss;Nike;31.68;1;7;21;1;2017-10-01
15121;XL;weiss;Nike;31.68;1;7;21;1;2017-10-01
15122;XS;schwarz;adidas;15.17;1;7;13;1;2017-10-01
15122;S;schwarz;adidas;15.17;1;7;13;11;2017-10-01
15122;M;schwarz;adidas;15.17;1;7;13;30;2017-10-01
15122;L;schwarz;adidas;15.17;1;7;13;73;2017-10-01
15122;XL;schwarz;adidas;15.17;1;7;13;1;2017-10-01
15131;XS;schwarz;adidas;63.43;1;7;31;2;2017-10-01
15131;S;schwarz;adidas;63.43;1;7;31;1;2017-10-01
15131;L;schwarz;adidas;63.43;1;7;31;1;2017-10-01
15132;L;rot;Jako;11.36;1;7;12;1;2017-10-01
15132;XL;rot;Jako;11.36;1;7;12;1;2017-10-01
15133;M;grau;Nike;152.33;9;18;32;1;2017-10-01
15133;L;grau;Nike;152.33;9;18;32;1;2017-10-01
15134;S;rot;adidas;101.53;1;2;3;1;2017-10-01
15134;M;rot;adidas;101.53;1;2;3;1;2017-10-01
15134;M;rot;adidas;101.53;1;2;3;3;2017-10-01
15134;M;rot;adidas;101.53;1;2;3;2;2017-10-01
15134;M;rot;adidas;101.53;1;2;3;2;2017-10-01
15134;M;rot;adidas;101.53;1;2;3;2;2017-10-01
15134;L;rot;adidas;101.53;1;2;3;1;2017-10-01
15134;L;rot;adidas;101.53;1;2;3;1;2017-10-01
15134;XL;rot;adidas;101.53;1;2;3;1;2017-10-01
15134;XXL;rot;adidas;101.53;1;2;3;1;2017-10-01
15136;M;blau;Jako;57.08;1;7;14;1;2017-10-01
15138;L;schwarz;adidas;76.13;1;7;20;1;2017-10-01
15138;M;schwarz;adidas;76.13;1;7;20;1;2017-10-01
15138;S;schwarz;adidas;76.13;1;7;20;4;2017-10-01
15138;XL;schwarz;adidas;76.13;1;7;20;2;2017-10-01
15141;XXL;rot;Nike;82.48;1;7;31;4;2017-10-01
15141;L;rot;Nike;82.48;1;7;31;5;2017-10-01
15141;M;rot;Nike;82.48;1;7;31;13;2017-10-01
15141;S;rot;Nike;82.48;1;7;31;17;2017-10-01
15141;XL;rot;Nike;82.48;1;7;31;1;2017-10-01
15143;XXL;rot;adidas;18.98;1;7;8;1;2017-10-01
15143;L;rot;adidas;18.98;1;7;8;10;2017-10-01
15143;M;rot;adidas;18.98;1;7;8;10;2017-10-01
15143;S;rot;adidas;18.98;1;7;8;15;2017-10-01
15143;XL;rot;adidas;18.98;1;7;8;1;2017-10-01
15146;L;blau;adidas;38.03;1;7;16;1;2017-10-24
15148;L;gelb;Nike;63.43;1;7;28;2;2017-10-01
15148;XL;gelb;Nike;63.43;1;7;28;1;2017-10-01
15156;S;blau;Nike;368.23;1;2;3;1;2017-10-01
15158;XXL;schwarz;adidas;44.38;1;7;23;1;2017-10-01
15158;L;schwarz;adidas;44.38;1;7;23;1;2017-10-01
15158;M;schwarz;adidas;44.38;1;7;23;3;2017-10-01
15158;S;schwarz;adidas;44.38;1;7;23;1;2017-10-01
15158;XS;schwarz;adidas;44.38;1;7;23;1;2017-10-01
15162;XL;weiss;Nike;38.03;1;7;23;1;2017-10-01
15165;L;schwarz;Hummel;50.73;1;7;16;1;2017-10-01
15165;M;schwarz;Hummel;50.73;1;7;16;1;2017-10-01
15168;M;schwarz;Nike;12.63;1;7;13;1;2017-10-01
15169;L;schwarz;Under Armour;50.73;15;16;32;9;2017-10-01
15169;M;schwarz;Under Armour;50.73;15;16;35;6;2017-10-01
15169;S;schwarz;Under Armour;50.73;15;16;25;1;2017-10-01
15169;XL;schwarz;Under Armour;50.73;15;16;32;2;2017-10-01
15170;L;blau;Nike;29.14;1;7;21;2;2017-12-19
15170;M;blau;Nike;29.14;1;7;21;1;2017-12-19
15172;XXL;blau;Nike;69.78;1;7;16;2;2017-10-01
15172;L;blau;Nike;69.78;1;7;16;13;2017-10-01
15172;M;blau;Nike;69.78;1;7;16;1;2017-10-01
15172;XL;blau;Nike;69.78;1;7;16;1;2017-10-01
15173;XXL;gruen;Nike;38.03;15;16;32;1;2017-10-01
15173;M;gruen;Nike;38.03;15;16;32;3;2017-10-01
15174;L;schwarz;Sport2000;50.73;9;10;35;1;2017-10-13
15174;XL;schwarz;Sport2000;50.73;9;10;35;1;2017-10-13
15176;M;grau;Nike;76.13;9;10;14;1;2017-10-01
15177;M;grau;Jako;25.33;1;7;21;1;2017-10-01
15178;XL;weiss;Uhlsport;38.03;15;33;25;2;2017-10-01
15182;M;schwarz;adidas;50.73;1;7;23;1;2017-10-01
15187;L;rot;Nike;31.68;1;7;25;8;2017-10-01
15187;M;rot;Nike;31.68;1;7;25;3;2017-10-01
15187;S;rot;Nike;31.68;1;7;25;12;2017-10-01
15187;XL;rot;Nike;31.68;1;7;25;2;2017-10-01
15189;M;schwarz;Nike;292.03;1;2;39;1;2017-10-01
15189;M;schwarz;Nike;292.03;1;2;39;1;2017-10-01
15190;L;gelb;Nike;22.79;1;7;8;8;2017-10-01
15190;M;gelb;Nike;22.79;1;7;8;1;2017-10-01
15190;S;gelb;Nike;22.79;1;7;8;2;2017-10-01
15190;XL;gelb;Nike;22.79;1;7;8;6;2017-10-01
15192;M;schwarz;Reebok;101.53;9;18;32;1;2017-10-01
15192;M;schwarz;Reebok;101.53;9;18;32;1;2017-10-01
15192;M;schwarz;Reebok;101.53;9;18;32;1;2017-10-01
15194;L;schwarz;Jordan;20.25;9;10;11;1;2017-10-01
15194;M;schwarz;Jordan;20.25;9;10;11;2;2017-10-01
15194;S;schwarz;Jordan;20.25;9;10;11;1;2017-10-01
15196;M;schwarz;adidas;57.08;1;7;16;2;2017-10-20
15196;XL;schwarz;adidas;57.08;1;7;16;1;2017-10-20
15207;M;schwarz;adidas;114.23;9;18;32;1;2017-10-01
15207;M;schwarz;adidas;114.23;9;18;32;1;2017-10-01
15207;M;schwarz;adidas;114.23;9;18;32;1;2017-10-01
15210;L;blau;Nike;31.68;1;7;8;1;2017-10-01
15210;M;blau;Nike;31.68;1;7;8;1;2017-10-01
15211;L;schwarz;Nike;25.33;1;7;25;2;2017-10-01
15211;S;schwarz;Nike;25.33;1;7;25;1;2017-10-01
15211;XL;schwarz;Nike;25.33;1;7;25;2;2017-10-01
15219;M;schwarz;PUMA;44.38;15;33;23;1;2017-10-01
15219;L;schwarz;PUMA;44.38;15;33;32;4;2017-10-01
15219;XXL;schwarz;PUMA;44.38;15;33;32;1;2017-10-01
15220;XXL;schwarz;Nike;82.48;1;7;22;1;2017-10-01
15220;L;schwarz;Nike;82.48;1;7;22;2;2017-10-01
15220;M;schwarz;Nike;82.48;1;7;22;1;2017-10-01
15220;XL;schwarz;Nike;82.48;1;7;22;1;2017-10-01
15228;L;gruen;Nike;190.43;1;37;3;1;2017-10-01
15231;XS;schwarz;Nike;88.83;1;37;39;1;2017-10-01
15238;XXL;schwarz;Jako;38.03;1;7;17;1;2017-10-01
15241;L;grau;Nike;38.03;9;10;25;1;2017-10-01
15241;M;grau;Nike;38.03;9;10;25;2;2017-10-01
15242;XS;gruen;Jako;10.09;1;7;13;1;2017-10-01
15249;S;weiss;adidas;8.82;1;7;12;4;2017-10-01
15249;L;weiss;adidas;8.82;1;7;12;3;2017-10-01
15252;S;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15252;S;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15252;M;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15252;M;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15252;M;schwarz;adidas;190.43;1;2;4;2;2017-10-01
15252;M;schwarz;adidas;190.43;1;2;4;6;2017-10-01
15252;M;schwarz;adidas;190.43;1;2;4;3;2017-10-01
15252;L;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15252;L;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15252;XL;schwarz;adidas;190.43;1;2;4;1;2017-10-01
15256;L;schwarz;adidas;63.43;1;7;14;1;2017-10-01
15256;S;schwarz;adidas;63.43;1;7;14;1;2017-10-01
15257;M;grau;New Balance;88.83;1;2;39;1;2017-10-01
15258;L;gruen;Nike;63.43;1;7;22;1;2017-10-01
15258;M;gruen;Nike;63.43;1;7;22;1;2017-10-01
15262;M;gelb;adidas;152.33;1;37;3;1;2017-10-01
15265;M;gruen;Nike;215.83;1;2;3;1;2017-10-01
15265;L;gruen;Nike;215.83;1;2;3;1;2017-10-01
15266;XS;schwarz;adidas;25.33;1;7;8;1;2017-10-01
15266;M;schwarz;adidas;25.33;1;7;8;1;2017-10-01
15266;XL;schwarz;adidas;25.33;1;7;8;1;2017-10-01
15267;S;weiss;Jako;35.49;1;7;21;1;2017-10-01
15268;XL;blau;Jako;31.68;1;7;28;1;2017-10-01
15269;XL;schwarz;Nike;12.63;1;7;13;3;2017-10-01
15269;XS;schwarz;Nike;12.63;1;7;13;2;2017-10-01
15273;S;schwarz;Nike;114.23;1;2;3;3;2017-10-01
15273;S;schwarz;Nike;114.23;1;2;3;1;2017-10-01
15273;S;schwarz;Nike;114.23;1;2;3;2;2017-10-01
15273;M;schwarz;Nike;114.23;1;2;3;4;2017-10-01
15273;M;schwarz;Nike;114.23;1;2;3;2;2017-10-01
15273;M;schwarz;Nike;114.23;1;2;3;2;2017-10-01
15273;M;schwarz;Nike;114.23;1;2;3;3;2017-10-01
15273;M;schwarz;Nike;114.23;1;2;3;1;2017-10-01
15273;L;schwarz;Nike;114.23;1;2;3;2;2017-10-01
15273;XL;schwarz;Nike;114.23;1;2;3;1;2017-10-01
15275;S;blau;Nike;101.53;1;2;3;1;2017-10-01
15277;M;blau;Nike;114.23;1;2;3;1;2017-10-01
15277;M;blau;Nike;114.23;1;2;3;1;2017-10-01
15277;M;blau;Nike;114.23;1;2;3;1;2017-10-01
15277;L;blau;Nike;114.23;1;2;3;1;2017-10-01
15277;XXL;blau;Nike;114.23;1;2;3;1;2017-10-01
15279;XXL;rot;Nike;69.78;1;7;14;4;2017-10-01
15279;L;rot;Nike;69.78;1;7;14;86;2017-10-01
15279;M;rot;Nike;69.78;1;7;14;1;2017-10-01
15279;S;rot;Nike;69.78;1;7;14;41;2017-10-01
15279;XL;rot;Nike;69.78;1;7;14;31;2017-10-01
15282;XS;schwarz;Jako;10.09;1;7;13;1;2017-10-01
15282;S;schwarz;Jako;10.09;1;7;13;2;2017-10-01
15282;M;schwarz;Jako;10.09;1;7;13;1;2017-10-01
15282;L;schwarz;Jako;10.09;1;7;13;23;2017-10-01
15282;XL;schwarz;Jako;10.09;1;7;13;28;2017-10-01
15282;XXL;schwarz;Jako;10.09;1;7;13;2;2017-10-01
15283;L;rot;Jako;126.93;1;7;26;2;2017-10-01
15283;M;rot;Jako;126.93;1;7;26;1;2017-10-01
15283;XL;rot;Jako;126.93;1;7;26;1;2017-10-01
15284;M;orange;Nike;215.83;1;2;3;2;2017-10-01
15284;M;orange;Nike;215.83;1;2;3;1;2017-10-01
15284;M;orange;Nike;215.83;1;2;3;1;2017-10-01
15284;M;orange;Nike;215.83;1;2;3;2;2017-10-01
15284;M;orange;Nike;215.83;1;2;3;2;2017-10-01
15284;L;orange;Nike;215.83;1;2;3;2;2017-10-01
15286;L;weiss;Nike;38.03;15;33;32;2;2017-12-13
15286;S;weiss;Nike;38.03;15;33;23;1;2017-12-13
15286;XL;weiss;Nike;38.03;15;33;32;2;2017-12-13
15287;M;blau;Nike;368.23;1;2;3;1;2017-10-01
15287;M;blau;Nike;368.23;1;2;3;1;2017-10-01
15287;M;blau;Nike;368.23;1;2;3;1;2017-10-01
15287;M;blau;Nike;368.23;1;2;3;1;2017-10-01
15287;XL;blau;Nike;368.23;1;2;3;1;2017-10-01
15289;M;schwarz;Jako;18.98;1;7;8;2;2017-10-01
15289;L;schwarz;Jako;18.98;1;7;8;3;2017-10-01
15289;XL;schwarz;Jako;18.98;1;7;8;2;2017-10-01
15289;XL;schwarz;Jako;18.98;1;7;8;9;2017-10-01
15289;XXL;schwarz;Jako;18.98;1;7;8;1;2017-10-01
15289;XXL;schwarz;Jako;18.98;1;7;8;3;2017-10-01
15290;M;schwarz;Nike;95.18;1;2;5;1;2017-10-01
15290;L;schwarz;Nike;95.18;1;2;5;1;2017-10-01
15292;XXL;blau;Nike;44.38;15;33;32;5;2017-10-01
15292;L;blau;Nike;44.38;15;33;32;7;2017-10-01
15292;M;blau;Nike;44.38;15;33;32;27;2017-10-01
15292;S;blau;Nike;44.38;15;33;25;3;2017-10-01
15292;XL;blau;Nike;44.38;15;33;14;5;2017-10-01
15298;S;schwarz;Nike;82.48;1;2;4;1;2017-10-01
15300;S;schwarz;adidas;126.93;9;18;32;1;2017-10-01
15300;S;schwarz;adidas;126.93;9;18;32;1;2017-10-01
15300;M;schwarz;adidas;126.93;9;18;32;2;2017-10-01
15300;M;schwarz;adidas;126.93;9;18;32;1;2017-10-01
15300;M;schwarz;adidas;126.93;9;18;32;2;2017-10-01
15300;L;schwarz;adidas;126.93;9;18;32;1;2017-10-01
15301;L;gruen;Nike;44.38;1;7;21;1;2017-10-01
15301;M;gruen;Nike;44.38;1;7;21;1;2017-10-01
15302;XL;blau;adidas;101.53;9;10;22;1;2017-11-30
15306;XXL;blau;Nike;63.43;1;7;14;1;2017-10-01
15306;L;blau;Nike;63.43;1;7;14;4;2017-10-01
15306;M;blau;Nike;63.43;1;7;14;6;2017-10-01
15306;S;blau;Nike;63.43;1;7;14;1;2017-10-01
15306;XL;blau;Nike;63.43;1;7;14;2;2017-10-01
15307;S;weiss;Nike;184.08;9;18;32;2;2017-10-01
15307;S;weiss;Nike;184.08;9;18;32;1;2017-10-01
15307;M;weiss;Nike;184.08;9;18;32;1;2017-10-01
15307;M;weiss;Nike;184.08;9;18;32;1;2017-10-01
15307;M;weiss;Nike;184.08;9;18;32;3;2017-10-01
15307;M;weiss;Nike;184.08;9;18;32;4;2017-10-01
15307;M;weiss;Nike;184.08;9;18;32;1;2017-10-01
15308;L;gelb;adidas;44.38;15;33;32;8;2017-11-17
15308;M;gelb;adidas;44.38;15;33;32;10;2017-11-17
15308;XL;gelb;adidas;44.38;15;33;32;3;2017-11-17
15310;M;orange;Jordan;145.98;9;18;32;1;2017-10-01
15310;M;orange;Jordan;145.98;9;18;32;1;2017-10-01
15311;M;rot;adidas;317.43;1;2;3;1;2017-10-01
15311;M;rot;adidas;317.43;1;2;3;1;2017-10-01
