"pid"|"old_size"|"new_size"
16423|"XL"|"XL"
16425|"42"|"M"
16425|"43"|"M"
16425|"44,5"|"M"
16427|"39 1/3"|"S"
16427|"40 2/3"|"S"
16427|"41 1/3"|"S"
16427|"42"|"M"
16427|"42 2/3"|"M"
16427|"43 1/3"|"M"
16427|"44"|"M"
16427|"44 2/3"|"M"
16427|"45 1/3"|"L"
16427|"46"|"L"
16427|"47 1/3"|"XXL"
16428|"L ( 152-158 )"|"L"
16428|"M ( 140-152 )"|"M"
16428|"XL ( 158-170 )"|"XL"
16428|"XS ( 116-128 )"|"XS"
16429|"43"|"M"
16432|"35"|"S"
16433|"42"|"M"
16436|"L ( 42-46 )"|"L"
16436|"M ( 38-42 )"|"M"
16436|"S ( 34-38 )"|"S"
16436|"XL (46-50 )"|"XL"
16439|"S"|"S"
16442|"3 ( 41-43 )"|"M"
16449|"128"|"S"
16449|"140"|"M"
16449|"152"|"L"
16449|"164"|"XL"
16449|"176"|"XXL"
16450|"41"|"S"
16453|"M"|"M"
16454|"128"|"S"
16456|"XL"|"XL"
16462|"2XL"|"XXL"
16462|"L"|"L"
16462|"M"|"M"
16462|"S"|"S"
16462|"XL"|"XL"
16466|"2XL"|"XXL"
16466|"L"|"L"
16466|"M"|"M"
16466|"S"|"S"
16468|"41"|"S"
16468|"44"|"M"
16468|"45,5"|"L"
16468|"46"|"L"
16471|"44,5"|"M"
16472|"164"|"XL"
16473|"2XL"|"XXL"
16473|"L"|"L"
16473|"M"|"M"
16473|"S"|"S"
16473|"XL"|"XL"
16481|"L"|"L"
16481|"S"|"S"
16484|"41"|"S"
16485|"36"|"XS"
16493|"42,5"|"M"
16493|"44,5"|"M"
16494|"L"|"L"
16496|"152"|"L"
16496|"164"|"XL"
16503|"S"|"S"
16504|"2XL"|"XXL"
16504|"L"|"L"
16504|"M"|"M"
16504|"S"|"S"
16504|"XL"|"XL"
16505|"40"|"S"
16505|"41"|"S"
16505|"42,5"|"M"
16505|"44"|"M"
16519|"2XL"|"XXL"
16519|"L"|"L"
16519|"M"|"M"
16519|"S"|"S"
16519|"XL"|"XL"
16530|"L"|"L"
16531|"44"|"M"
16541|"M ( 38/40 )"|"M"
16541|"S ( 34/36 )"|"S"
16556|"2XL"|"XXL"
16556|"L"|"L"
16556|"M"|"M"
16556|"XL"|"XL"
16560|"44"|"M"
16564|"40,5"|"S"
16565|"43"|"M"
16565|"44"|"M"
16565|"44,5"|"M"
16567|"43/46"|"L"
16579|"40,5"|"S"
16582|"44,5"|"M"
16582|"46"|"L"
16586|"S"|"S"
16587|"M"|"M"
16591|"M"|"M"
16593|"M"|"M"
16593|"S"|"S"
16594|"M ( 140-152 )"|"M"
16594|"XL ( 158-170 )"|"XL"
16597|"2XL"|"XXL"
16597|"3XL"|"XXL"
16597|"L"|"L"
16597|"M"|"M"
16597|"S"|"S"
16597|"XL"|"XL"
16598|"L"|"L"
16598|"M"|"M"
16599|"L ( 42-46 )"|"L"
16599|"M ( 38-42 )"|"M"
16599|"S ( 34-38 )"|"S"
16599|"XL (46-50 )"|"XL"
16602|"40"|"S"
16602|"40,5"|"S"
16602|"41"|"S"
16602|"42"|"M"
16602|"42,5"|"M"
16602|"43"|"M"
16602|"44"|"M"
16602|"44,5"|"M"
16602|"45"|"M"
16602|"45,5"|"L"
16602|"47"|"XL"
16602|"47,5"|"XXL"
16603|"L"|"L"
16604|"2XL"|"XXL"
16604|"L"|"L"
16604|"M"|"M"
16604|"S"|"S"
16604|"XL"|"XL"
16608|"S"|"S"
16614|"38/40 ( M / L )"|"M"
16615|"L"|"L"
16615|"M"|"M"
16615|"XL"|"XL"
16621|"44"|"M"
16621|"44,5"|"M"
16621|"45"|"M"
16624|"44"|"M"
16627|"30 (5XL)"|"XXL"
16630|"2XL"|"XXL"
16630|"L"|"L"
16630|"M"|"M"
16630|"S"|"S"
16630|"XL"|"XL"
16631|"164"|"XL"
16635|"2XL"|"XXL"
16635|"XL"|"XL"
16640|"2XL"|"XXL"
16640|"L"|"L"
16640|"M"|"M"
16640|"S"|"S"
16640|"XL"|"XL"
16641|"M ( 38/40 )"|"M"
16641|"S ( 34/36 )"|"S"
16641|"XL ( 44/46 )"|"XL"
16644|"33"|"XS"
16644|"36 2/3"|"M"
16644|"38"|"XS"
16644|"38 2/3"|"L"
16648|"L ( 152-158 )"|"L"
16650|"M"|"M"
16651|"44"|"M"
16652|"L"|"L"
16652|"S"|"S"
16654|"140"|"M"
16657|"5 ( 43-46 )"|"XL"
16660|"M"|"M"
16663|"176"|"XXL"
16665|"35"|"S"
16665|"36"|"XS"
16665|"36,5"|"M"
16665|"37,5"|"M"
16665|"38"|"XS"
16668|"43"|"M"
16669|"L"|"L"
16673|"L"|"L"
16673|"M"|"M"
16673|"XL"|"XL"
16674|"M"|"M"
16674|"S"|"S"
16674|"XL"|"XL"
16675|"M ( 140-152 )"|"M"
16677|"31"|"XS"
16677|"33"|"XS"
16677|"35"|"S"
16677|"37 1/3"|"M"
16677|"38"|"XS"
16685|"40,5"|"S"
16685|"42,5"|"M"
16685|"44,5"|"M"
16687|"140"|"M"
16687|"152"|"L"
16687|"164"|"XL"
16689|"L"|"L"
16689|"M"|"M"
16689|"S"|"S"
16689|"XL"|"XL"
16690|"35"|"S"
16690|"36"|"XS"
16690|"37,5"|"M"
16690|"38,5"|"L"
16698|"XL ( 158-170 )"|"XL"
16705|"43"|"M"
16705|"44,5"|"M"
16705|"45"|"M"
16706|"42"|"M"
16706|"43"|"M"
16706|"44"|"M"
16706|"44,5"|"M"
16706|"46"|"L"
16707|"2XL"|"XXL"
16707|"L"|"L"
16707|"XL"|"XL"
16708|"44,5"|"M"
16708|"45"|"M"
16708|"45,5"|"L"
16708|"46"|"L"
16709|"L ( 42-46 )"|"L"
16709|"M ( 38-42 )"|"M"
16709|"S ( 34-38 )"|"S"
16709|"XS ( 30-34 )"|"XS"
16713|"XS ( 32/34 )"|"XS"
16716|"44,5"|"M"
16716|"45,5"|"L"
16719|"164"|"XL"
16720|"42 2/3"|"M"
16720|"44"|"M"
16720|"44 2/3"|"M"
16720|"45 1/3"|"L"
16721|"L ( 152-158 )"|"L"
16721|"XL ( 158-170 )"|"XL"
16722|"38"|"XS"
16723|"M"|"M"
16725|"41"|"S"
16725|"42"|"M"
16725|"42,5"|"M"
16725|"43"|"M"
16725|"44"|"M"
16725|"44,5"|"M"
16725|"45"|"M"
16725|"45,5"|"L"
16725|"46"|"L"
16727|"L"|"L"
16727|"M"|"M"
16727|"XL"|"XL"
16729|"L"|"L"
16732|"4 ( 39-42 )"|"L"
16733|"39 1/3"|"S"
16733|"40"|"S"
16733|"41 1/3"|"S"
16733|"42"|"M"
16733|"43 1/3"|"M"
16733|"44 2/3"|"M"
16735|"2XL"|"XXL"
16735|"L"|"L"
16735|"M"|"M"
16735|"S"|"S"
16735|"XL"|"XL"
16737|"L ( 152-158 )"|"L"
16737|"M ( 140-152 )"|"M"
16737|"S ( 128-140 )"|"S"
16737|"XL ( 158-170 )"|"XL"
16737|"XS ( 116-128 )"|"XS"
16741|"L"|"L"
16741|"M"|"M"
16743|"L"|"L"
16743|"M"|"M"
16747|"128"|"S"
16747|"134"|"S"
16747|"140"|"M"
16747|"146"|"M"
16747|"152"|"L"
16747|"158"|"XL"
16747|"164"|"XL"
16750|"2XL"|"XXL"
16750|"L"|"L"
16750|"M"|"M"
16750|"S"|"S"
16750|"XL"|"XL"
16751|"L"|"L"
16751|"M"|"M"
16755|"L"|"L"
16755|"M"|"M"
16755|"S"|"S"
16756|"L"|"L"
16756|"M"|"M"
16756|"S"|"S"
16761|"36"|"XS"
16761|"36 2/3"|"M"
16761|"38"|"XS"
16761|"38 2/3"|"L"
16763|"36 2/3"|"XS"
16763|"38"|"XS"
16763|"39 1/3"|"S"
16763|"40 2/3"|"S"
16763|"42"|"M"
16763|"43 1/3"|"M"
16763|"44 2/3"|"M"
16763|"46"|"L"
16764|"45"|"M"
16765|"152"|"L"
16765|"164"|"XL"
16766|"1 ( Junior)"|"M"
16766|"2 ( Senior )"|"L"
16768|"L ( 40/42 )"|"L"
16768|"M ( 38/40 )"|"M"
16770|"M"|"M"
16770|"XL"|"XL"
16778|"4 ( 39-42 )"|"L"
16780|"40"|"S"
16780|"42"|"M"
16780|"42,5"|"M"
16780|"43"|"M"
16780|"44"|"M"
16780|"45"|"M"
16780|"45,5"|"L"
16780|"46"|"L"
16780|"47"|"XL"
16780|"47,5"|"XXL"
16784|"3"|"S"
16785|"M"|"M"
16785|"S"|"S"
16786|"38,5"|"M"
16786|"39"|"M"
16786|"40"|"S"
16786|"40,5"|"L"
16788|"L ( 42-47 )"|"L"
16788|"XL (46-48,5)"|"XL"
16791|"152"|"L"
16796|"44 2/3"|"M"
16797|"140"|"M"
16797|"164"|"XL"
16797|"176"|"XXL"
16799|"L ( 152-158 )"|"L"
16799|"M ( 140-152 )"|"M"
16799|"S ( 128-140 )"|"S"
16799|"XL ( 158-170 )"|"XL"
16799|"XS ( 116-128 )"|"XS"
16804|"L"|"L"
16804|"M"|"M"
16804|"XL"|"XL"
16806|"L"|"L"
16806|"M"|"M"
16806|"S"|"S"
16806|"XL"|"XL"
16807|"44"|"M"
16812|"40,5"|"S"
16812|"41"|"S"
16812|"42"|"M"
16812|"42,5"|"M"
16812|"43"|"M"
16812|"44"|"M"
16812|"45,5"|"L"
16814|"40"|"S"
16814|"44,5"|"M"
16814|"45"|"M"
16817|"128"|"S"
16817|"140"|"M"
16817|"152"|"L"
16817|"164"|"XL"
16817|"176"|"XXL"
16818|"2XL"|"XXL"
16818|"L"|"L"
16818|"S"|"S"
16818|"XL"|"XL"
16826|"140"|"M"
16826|"152"|"L"
16826|"164"|"XL"
16827|"L"|"L"
16827|"M"|"M"
16827|"S"|"S"
16827|"XL"|"XL"
16830|"44"|"M"
16835|"43"|"M"
16836|"XL"|"XL"
16837|"M"|"M"
16842|"2XL"|"XXL"
16842|"L"|"L"
16842|"M"|"M"
16842|"S"|"S"
16842|"XL"|"XL"
16847|"42"|"M"
16847|"44"|"M"
16848|"2XL"|"XXL"
16848|"L"|"L"
16848|"M"|"M"
16848|"S"|"S"
16848|"XL"|"XL"
16850|"39 1/3"|"S"
16850|"42"|"M"
16850|"43 1/3"|"M"
16850|"44"|"M"
16850|"45 1/3"|"L"
16850|"47 1/3"|"XXL"
16853|"2XL"|"XXL"
16853|"L"|"L"
16853|"M"|"M"
16853|"S"|"S"
16853|"XL"|"XL"
16854|"31,5"|"XS"
16854|"34"|"XS"
16854|"36"|"XS"
16854|"38,5"|"L"
16856|"140"|"M"
16863|"L ( 152-158 )"|"L"
16868|"L"|"L"
16868|"M"|"M"
16868|"S"|"S"
16868|"XL"|"XL"
16872|"1 ( 34-36 )"|"XS"
16872|"2 ( 37-39 )"|"S"
16872|"3 ( 40-42 )"|"M"
16872|"4 ( 43-45 )"|"L"
16872|"5 ( 46-48 )"|"XL"
16875|"128"|"S"
16876|"L"|"L"
16876|"M"|"M"
16877|"2XL"|"XXL"
16877|"L"|"L"
16877|"M"|"M"
16877|"S"|"S"
16877|"XL"|"XL"
16878|"41"|"S"
16878|"42"|"M"
16878|"42,5"|"M"
16878|"44"|"M"
16878|"44,5"|"M"
16881|"L ( 152-158 )"|"L"
16881|"XL ( 158-170 )"|"XL"
16882|"7"|"XL"
16882|"8"|"XXL"
16885|"35"|"S"
16885|"36 2/3"|"M"
16885|"38"|"XS"
16889|"L"|"L"
16889|"M"|"M"
16892|"M ( 140-152 )"|"M"
16893|"L"|"L"
16893|"S"|"S"
16894|"140"|"M"
16894|"152"|"L"
16894|"164"|"XL"
16902|"2XL"|"XXL"
16902|"L"|"L"
16902|"M"|"M"
16902|"S"|"S"
16902|"XL"|"XL"
16903|"L"|"L"
16903|"M"|"M"
16907|"L"|"L"
16911|"41"|"S"
16911|"42"|"M"
16911|"42,5"|"M"
16911|"43"|"M"
16911|"44"|"M"
16911|"44,5"|"M"
16911|"45"|"M"
16912|"164"|"XL"
16913|"38"|"XS"
16916|"38 2/3"|"XS"
16916|"39 1/3"|"S"
16916|"40"|"S"
16916|"40 2/3"|"S"
16918|"44,5"|"M"
16918|"45"|"M"
16920|"M"|"M"
16923|"2XL"|"XXL"
16923|"L"|"L"
16923|"M"|"M"
16923|"XL"|"XL"
16924|"44 2/3"|"M"
16925|"XL"|"XL"
16929|"42"|"M"
16929|"43"|"M"
16929|"44"|"M"
16929|"45"|"M"
16931|"42 2/3"|"M"
16931|"46"|"L"
16932|"L"|"L"
16932|"M"|"M"
16932|"XL"|"XL"
16942|"116"|"XS"
16942|"128"|"S"
16942|"140"|"M"
16942|"152"|"L"
16942|"164"|"XL"
16943|"40"|"S"
16949|"M"|"M"
16950|"38"|"XS"
16950|"42"|"M"
16950|"43 1/3"|"M"
16950|"44 2/3"|"M"
16950|"46"|"L"
16951|"39"|"M"
16951|"40"|"S"
16954|"41 1/3"|"S"
16954|"44"|"M"
16954|"44 2/3"|"M"
16954|"46"|"L"
16960|"152"|"L"
16962|"XL ( 158-170 )"|"XL"
16963|"S"|"S"
16964|"L"|"L"
16964|"M"|"M"
16968|"M"|"M"
16970|"L"|"L"
16970|"M"|"M"
16971|"1 ( 33-36 )"|"XS"
16971|"2 ( 37-40 )"|"S"
16971|"3 ( 41-43 )"|"M"
16974|"44,5"|"M"
16975|"128"|"S"
16975|"140"|"M"
16976|"2XL"|"XXL"
16976|"3XL"|"XXL"
16976|"L"|"L"
16976|"M"|"M"
16976|"S"|"S"
16976|"XL"|"XL"
16978|"4 ( 39-42 )"|"L"
16978|"5 ( 43-46 )"|"XL"
16979|"152"|"L"
16979|"164"|"XL"
16980|"S"|"S"
16982|"40"|"S"
16982|"40,5"|"S"
16982|"41"|"S"
16982|"42"|"M"
16982|"42,5"|"M"
16982|"43"|"M"
16982|"45"|"M"
16982|"46"|"L"
16984|"L"|"L"
16984|"M"|"M"
16984|"S"|"S"
16984|"XL"|"XL"
16987|"M"|"M"
16990|"M"|"M"
16990|"S"|"S"
16990|"XL"|"XL"
16992|"2XL"|"XXL"
16992|"L"|"L"
16992|"M"|"M"
16992|"S"|"S"
16992|"XL"|"XL"
16993|"2XL"|"XXL"
16993|"L"|"L"
16993|"M"|"M"
16993|"S"|"S"
16993|"XL"|"XL"
16996|"43"|"M"
16996|"45,5"|"L"
17009|"2XL"|"XXL"
17009|"L"|"L"
17009|"M"|"M"
17009|"S"|"S"
17009|"XL"|"XL"
17009|"XS"|"XS"
17012|"L"|"L"
17012|"S"|"S"
17012|"XL"|"XL"
17013|"M ( 140-152 )"|"M"
17013|"XL ( 158-170 )"|"XL"
17016|"140"|"M"
17016|"152"|"L"
17018|"164"|"XL"
17019|"L"|"L"
17019|"M"|"M"
17019|"S"|"S"
17019|"XL"|"XL"
17022|"41"|"S"
17022|"43"|"M"
17022|"44"|"M"
17022|"44,5"|"M"
17024|"L"|"L"
17024|"M"|"M"
17024|"XL"|"XL"
17026|"2XL"|"XXL"
17026|"L"|"L"
17026|"M"|"M"
17026|"S"|"S"
17026|"XL"|"XL"
17027|"M"|"M"
17029|"42"|"M"
17029|"42,5"|"M"
17029|"43"|"M"
17029|"44"|"M"
17029|"44,5"|"M"
17029|"45"|"M"
17029|"45,5"|"L"
17029|"46"|"L"
17029|"47"|"XL"
17029|"47,5"|"XXL"
17030|"M"|"M"
17030|"XL"|"XL"
17035|"L"|"L"
17035|"M"|"M"
17035|"S"|"S"
17037|"43"|"M"
17037|"45,5"|"L"
17039|"M"|"M"
17045|"L"|"L"
17045|"M"|"M"
17046|"2 ( 37-39 )"|"S"
17046|"4 ( 43-45 )"|"L"
17050|"2XL"|"XXL"
17050|"L"|"L"
17050|"M"|"M"
17050|"S"|"S"
17050|"XL"|"XL"
17052|"S ( 128-140 )"|"S"
17058|"M"|"M"
17061|"L ( 152-158 )"|"L"
17061|"XL ( 158-170 )"|"XL"
17062|"42,5"|"M"
17062|"45,5"|"L"
17066|"3 ( 40-42 )"|"M"
17067|"S"|"S"
17069|"152"|"L"
17069|"164"|"XL"
17075|"L"|"L"
17075|"M"|"M"
17075|"XL"|"XL"
17076|"43 1/3"|"M"
17076|"44 2/3"|"M"
17076|"45 1/3"|"L"
17076|"46 2/3"|"XL"
17077|"43"|"M"
17079|"M ( 38/40 )"|"M"
17079|"S ( 34/36 )"|"S"
17085|"M (38 - 42)"|"M"
17087|"2 ( 31-34 )"|"S"
17087|"4 ( 39-42 )"|"L"
17087|"5 ( 43-46 )"|"XL"
17087|"6 ( 47-50 )"|"XXL"
17088|"L"|"L"
17088|"M"|"M"
17089|"L ( 152-158 )"|"L"
17095|"42"|"M"
17095|"45"|"M"
17097|"42,5"|"M"
17097|"43"|"M"
17097|"45,5"|"L"
17100|"2XL"|"XXL"
17101|"L"|"L"
17101|"M"|"M"
17103|"140"|"M"
17103|"152"|"L"
17103|"164"|"XL"
17103|"176"|"XXL"
17104|"45"|"M"
17110|"45 1/3"|"L"
17110|"46"|"L"
17123|"44"|"M"
17123|"45 1/3"|"L"
17124|"41"|"S"
17124|"42"|"M"
17124|"42,5"|"M"
17124|"43"|"M"
17124|"44"|"M"
17124|"44,5"|"M"
17124|"45"|"M"
17124|"45,5"|"L"
17124|"46"|"L"
17124|"47"|"XL"
17124|"47,5"|"XXL"
17124|"48,5"|"XXL"
17126|"L ( 152-158 )"|"L"
17127|"37,5"|"M"
17129|"M"|"M"
17130|"2"|"XS"
17131|"L ( 40/42 )"|"L"
17131|"M ( 38/40 )"|"M"
17132|"L"|"L"
17132|"M"|"M"
17136|"39"|"S"
17136|"41"|"S"
17136|"42"|"M"
17136|"42,5"|"M"
17136|"43"|"M"
17136|"44"|"M"
17136|"44,5"|"M"
17136|"45"|"M"
17136|"45,5"|"L"
17139|"44"|"M"
17139|"44,5"|"M"
17140|"41 1/3"|"S"
17140|"42"|"M"
17140|"42 2/3"|"M"
17140|"43 1/3"|"M"
17140|"44"|"M"
17140|"44 2/3"|"M"
17140|"45 1/3"|"L"
17140|"47 1/3"|"XXL"
17140|"48"|"XXL"
17140|"48 2/3"|"XXL"
17141|"42"|"M"
17141|"43"|"M"
17141|"44"|"M"
17141|"44,5"|"M"
17141|"45,5"|"L"
17143|"44 2/3"|"M"
17147|"2 ( 37-39 )"|"S"
17147|"4 ( 43-45 )"|"L"
17147|"5 ( 46-48 )"|"XL"
17148|"116"|"XS"
17148|"152"|"L"
17148|"164"|"XL"
17149|"L"|"L"
17152|"S"|"S"
17153|"L"|"L"
17153|"M"|"M"
17153|"S"|"S"
17155|"3 ( 39-42 )"|"M"
17156|"42"|"M"
17156|"42,5"|"M"
17156|"43"|"M"
17156|"44"|"M"
17156|"44,5"|"M"
17156|"45"|"M"
17156|"45,5"|"L"
17156|"46"|"L"
17158|"L ( 152-158 )"|"L"
17158|"S ( 128-140 )"|"S"
17158|"XL ( 158-170 )"|"XL"
17161|"42,5"|"M"
17161|"44,5"|"M"
17161|"45,5"|"L"
17162|"42"|"M"
17162|"42,5"|"M"
17162|"45,5"|"L"
17164|"44"|"M"
17164|"45"|"M"
17164|"47"|"XL"
17165|"42,5"|"M"
17171|"M"|"M"
17171|"S"|"S"
17171|"XL"|"XL"
17173|"2XL"|"XXL"
17173|"L"|"L"
17173|"M"|"M"
17173|"S"|"S"
17173|"XL"|"XL"
17175|"41"|"S"
17175|"42"|"M"
17175|"42,5"|"M"
17175|"44,5"|"M"
17179|"S ( 34/36 )"|"S"
17180|"2XL"|"XXL"
17180|"XL"|"XL"
17181|"38"|"XS"
17181|"38,5"|"L"
17182|"XL"|"XL"
17189|"40"|"S"
17189|"40,5"|"S"
17189|"41"|"S"
17189|"42"|"M"
17189|"42,5"|"M"
17189|"43"|"M"
17189|"44"|"M"
17189|"45"|"M"
17189|"45,5"|"L"
17189|"46"|"L"
17189|"47"|"XL"
17193|"L"|"L"
17193|"M"|"M"
17195|"39 - 42"|"M"
17195|"43 - 46"|"XL"
17195|"47 - 50"|"XL"
17198|"S"|"S"
17201|"44"|"M"
17201|"44 2/3"|"M"
17201|"46"|"L"
17201|"47 1/3"|"XXL"
17207|"2 ( 31-34 )"|"S"
17207|"5 ( 43-46 )"|"XL"
17208|"L"|"L"
17210|"40"|"S"
17210|"44 2/3"|"M"
17212|"2XL"|"XXL"
17212|"L"|"L"
17212|"M"|"M"
17212|"S"|"S"
17212|"XL"|"XL"
17213|"46"|"L"
17214|"2XL"|"XXL"
17214|"L"|"L"
17214|"M"|"M"
17214|"S"|"S"
17214|"XL"|"XL"
17216|"44"|"M"
17218|"2XL"|"XXL"
17218|"L"|"L"
17218|"M"|"M"
17218|"S"|"S"
17218|"XL"|"XL"
17219|"L"|"L"
17219|"M"|"M"
17219|"S"|"S"
17219|"XL"|"XL"
17225|"3 ( 40-42 )"|"M"
17225|"4 ( 43-45 )"|"L"
17225|"5 ( 46-48 )"|"XL"
17226|"41"|"S"
17226|"44"|"M"
17226|"46"|"L"
17227|"L ( 40/42 )"|"L"
17227|"M ( 38/40 )"|"M"
17227|"XS ( 32/34 )"|"XS"
17228|"XL"|"XL"
17229|"10 (36-40)"|"L"
17229|"12 (41-45)"|"XL"
17229|"14 (46-48)"|"XXL"
17232|"M"|"M"
17233|"39"|"S"
17233|"41"|"S"
17233|"42"|"M"
17233|"43"|"M"
17233|"44"|"M"
17233|"45"|"M"
17233|"45,5"|"L"
17234|"38,5"|"M"
17237|"31"|"XS"
17237|"32"|"XS"
17237|"33"|"XS"
17237|"35"|"S"
17237|"37 1/3"|"M"
17240|"2XL"|"XXL"
17240|"L"|"L"
17240|"M"|"M"
17240|"S"|"S"
17240|"XL"|"XL"
17241|"L"|"L"
17241|"S"|"S"
17241|"XL"|"XL"
17242|"38,5"|"L"
17243|"L"|"L"
17243|"M"|"M"
17243|"XL"|"XL"
17246|"39"|"S"
17247|"36"|"XS"
17248|"41"|"S"
17248|"42"|"M"
17251|"42,5"|"M"
17255|"39"|"S"
17255|"40"|"S"
17255|"40,5"|"S"
17255|"41"|"S"
17255|"42"|"M"
17255|"42,5"|"M"
17255|"43"|"M"
17255|"44"|"M"
17255|"44,5"|"M"
17255|"45"|"M"
17255|"45,5"|"L"
17255|"46"|"L"
17255|"47,5"|"XXL"
17265|"L ( 40/42 )"|"L"
17265|"M ( 38/40 )"|"M"
17266|"L"|"L"
17266|"M"|"M"
17269|"M"|"M"
17276|"2XL"|"XXL"
17276|"L"|"L"
17276|"M"|"M"
17276|"S"|"S"
17276|"XL"|"XL"
17277|"40 2/3"|"S"
17277|"47 1/3"|"XXL"
17281|"45-48"|"XXL"
17282|"164"|"XL"
17288|"M"|"M"
17291|"L"|"L"
17292|"XL"|"XL"
17294|"36"|"XS"
17295|"XL"|"XL"
17297|"42"|"M"
17297|"42 2/3"|"M"
17297|"43 1/3"|"M"
17297|"44 2/3"|"M"
17299|"M"|"M"
17299|"S"|"S"
17302|"2XL"|"XXL"
17302|"L"|"L"
17302|"M"|"M"
17302|"S"|"S"
17302|"XL"|"XL"
17303|"38,5"|"L"
17304|"43"|"M"
17312|"44,5"|"M"
17313|"L"|"L"
17313|"M"|"M"
17313|"S"|"S"
17313|"XL"|"XL"
17315|"2 ( 35-38 )"|"S"
17315|"4 ( 43-46 )"|"L"
17315|"5 ( 47-49 )"|"XL"
17321|"2XL"|"XXL"
17321|"3XL"|"XXL"
17321|"L"|"L"
17321|"M"|"M"
17321|"S"|"S"
17321|"XL"|"XL"
17321|"XS"|"XS"
17332|"M"|"M"
17332|"XL"|"XL"
17336|"M"|"M"
17341|"43"|"M"
17343|"M"|"M"
17344|"32"|"XS"
17344|"35"|"S"
17344|"36,5"|"M"
17344|"37,5"|"M"
17346|"L"|"L"
17346|"M"|"M"
17346|"S"|"S"
17346|"XL"|"XL"
17347|"164"|"XL"
17349|"XS ( 32/34 )"|"XS"
17354|"L"|"L"
17356|"M"|"M"
17358|"40,5"|"S"
17359|"2XL"|"XXL"
17359|"L"|"L"
17359|"M"|"M"
17359|"S"|"S"
17359|"XL"|"XL"
17361|"39"|"S"
17361|"42"|"M"
17361|"42,5"|"M"
17361|"43"|"M"
17361|"44,5"|"M"
17361|"47"|"XL"
17364|"43"|"M"
17364|"44"|"M"
17365|"M"|"M"
17370|"128"|"S"
17370|"176"|"XXL"
17372|"L"|"L"
17372|"M"|"M"
17372|"S"|"S"
17372|"XL"|"XL"
17373|"2XL"|"XXL"
17373|"L"|"L"
17373|"M"|"M"
17373|"S"|"S"
17373|"XL"|"XL"
17375|"YLG 147,5-157,5"|"L"
17376|"42,5"|"M"
17382|"40,5"|"S"
17382|"42"|"M"
17382|"42,5"|"M"
17382|"44"|"M"
17382|"44,5"|"M"
17382|"45"|"M"
17382|"46"|"L"
17382|"47,5"|"XXL"
17383|"36"|"XS"
17383|"38,5"|"L"
17385|"M"|"M"
17389|"140"|"M"
17389|"152"|"L"
17389|"164"|"XL"
17393|"L"|"L"
17395|"46"|"L"
17398|"41"|"S"
17398|"43"|"M"
17398|"44"|"M"
17398|"45"|"M"
17398|"46"|"L"
17400|"38 2/3"|"XS"
17400|"39 1/3"|"S"
17401|"128"|"S"
17401|"140"|"M"
17401|"152"|"L"
17401|"164"|"XL"
17401|"176"|"XXL"
17403|"2XL"|"XXL"
17403|"L"|"L"
17403|"M"|"M"
17403|"S"|"S"
17403|"XL"|"XL"
17405|"L"|"L"
17405|"M"|"M"
17405|"S"|"S"
17407|"41 1/3"|"S"
17407|"42"|"M"
17407|"42 2/3"|"M"
17407|"43 1/3"|"M"
17407|"44"|"M"
17407|"44 2/3"|"M"
17407|"45 1/3"|"L"
17407|"46 2/3"|"XL"
17409|"43"|"M"
17412|"40"|"S"
17412|"40 2/3"|"S"
17412|"43 1/3"|"M"
17412|"44"|"M"
17412|"44 2/3"|"M"
17412|"45 1/3"|"L"
17417|"2XL"|"XXL"
17419|"S"|"S"
17420|"M"|"M"
17421|"L"|"L"
17421|"M"|"M"
17425|"L"|"L"
17425|"M"|"M"
17425|"S"|"S"
17425|"XL"|"XL"
17427|"42"|"M"
17432|"38,5"|"L"
17439|"46"|"L"
17441|"35,5"|"XS"
17442|"10 (36-40)"|"L"
17447|"5 ( 43-46 )"|"XL"
17449|"L"|"L"
17449|"M"|"M"
17449|"S"|"S"
17449|"XL"|"XL"
17450|"42,5"|"M"
17456|"2XL"|"XXL"
17456|"L"|"L"
17456|"M"|"M"
17456|"XL"|"XL"
17457|"41 - 44"|"L"
17457|"45 - 47"|"XXL"
17458|"40,5"|"S"
17458|"42,5"|"M"
17459|"43"|"M"
17460|"M"|"M"
17461|"5 ( 46-48 )"|"XL"
17463|"128"|"S"
17463|"140"|"M"
17463|"152"|"L"
17463|"164"|"XL"
17463|"176"|"XXL"
17465|"S ( 34/36 )"|"S"
17466|"L"|"L"
17466|"M"|"M"
17466|"S"|"S"
17477|"2XL"|"XXL"
17477|"L"|"L"
17477|"M"|"M"
17477|"S"|"S"
17477|"XL"|"XL"
17481|"S ( 36 )"|"S"
17486|"128"|"S"
17486|"140"|"M"
17487|"42 2/3"|"M"
17487|"44"|"M"
17487|"44 2/3"|"M"
17487|"45 1/3"|"L"
17488|"M"|"M"
17489|"L"|"L"
17489|"M"|"M"
17492|"33"|"XS"
17492|"34"|"XS"
17492|"35"|"S"
17492|"36"|"XS"
17492|"36 2/3"|"M"
17492|"37 1/3"|"M"
17492|"38"|"XS"
17492|"38 2/3"|"L"
17493|"XL ( 158-170 )"|"XL"
17494|"2XL"|"XXL"
17494|"L"|"L"
17494|"M"|"M"
17494|"S"|"S"
17494|"XL"|"XL"
17496|"L ( 152-158 )"|"L"
17496|"M ( 140-152 )"|"M"
17496|"XL ( 158-170 )"|"XL"
17498|"L"|"L"
17498|"M"|"M"
